Dominant_Topic,Percentage_Contribution,Topic_Keywords,Project_ID,Project_Title,Project_Status,Focus_Area,Sector,Subector,Region,Topic_Category,Topic_Label
8,0.9716,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",44720,Förderkredit GWR BSTDB 2019,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Europa/Kaukasus,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
3,0.669,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44726,FZ-Programm zur Umsetzung der nationalen Klimaschutzziele im mexikanischen Transportsektor,aktiv,Transport und Kommunikation,210 - Transport und Lagerhaltung,21020 - Straßenverkehrswesen,Lateinamerika,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
5,0.7572,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",44734,Integriertes Programm zum Schutz von Tigerlebensräumen in Asien III,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Asien/Ozeanien,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
1,0.4106,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44735,"""Stärkung der Resilienz durch die Verbesserung der Kapazitäten von Gesundheitseinrichtungen im Jemen""",aktiv,Gesundheit,120 - Gesundheitswesen,12220 - Basisgesundheitsdienste,Nordafrika/Naher Osten,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.8731,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44738,AfricaGoGreen Fund for Renewable Energy and Energy Efficiency,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Afrika Subsahara,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.874,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44774,Multisektorales Ernährungssicherungsprogramm einschließlich frühkindlicher Förderung,aktiv,Ernährung und Landwirtschaft,120 - Gesundheitswesen,12240 - Grundlegende Ernährung,Afrika Subsahara,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
6,0.9819,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",44819,UNICEF Unterstützung Binnenvertriebene im Jemen,aktiv,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,15230 - Friedensstärkung nach Konflikten (VN),Nordafrika/Naher Osten,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
10,0.8761,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",44833,Verbesserung der landwirtschaftlichen Produktivität durch boden- und wasserkonservierende Maßnahmen (SEWOH) VPT2,aktiv,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31120 - Landwirtschaftsentwicklung,Afrika Subsahara,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
3,0.5741,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44853,Bürgerenergiefonds Facility for Energy Inclusion - OnGrid (FEI-OnG),aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Afrika Subsahara,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
10,0.6564,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",44865,Verbesserung der Gesundheitsversorgung in der Aral-See Region,aktiv,Gesundheit,120 - Gesundheitswesen,12110 - Gesundheitspolitik und Verwaltung des Gesundheitsw,Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
3,0.9914,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44868,ISAF II: Beitrag z.WB-fonds zur Förderung d. Implementat.Plan f. the Social Accountability Framework (Umsetzungungsplan),aktiv,Demokratie,150 - Staat und Zivilgesellschaft,15150 - Demokratische Teilhabe und Zivilgesellschaf,Asien/Ozeanien,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
10,0.9868,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",44870,"Deutscher Beitrag zentrale Entsalzungsanlage Gaza - Ausbau von Wasserversorgungsinfrastruktur, Phase III",aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14031 - Grundlegende Trinkwasserversorgung,Nordafrika/Naher Osten,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
3,0.582,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44882,Low Carbon Energy Fazilität (DKTI) - Endkreditnehmerzuschüsse,aktiv,Energie,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Europa/Kaukasus,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.4498,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44898,Unterstützung für freiwillige syrische Lehrer in der Türkei (Phase V),aktiv,Sonstige,110 - Bildung,11220 - Grundschulbildung,Europa/Kaukasus,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
5,0.7518,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",44908,Sektorprogramm NAMA für nachhaltigen Stadtverkehr,aktiv,Transport und Kommunikation,210 - Transport und Lagerhaltung,21010 - Verkehrspolitik und Verwaltung,Lateinamerika,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
1,0.7454,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",44971,"Stärkung Resilienz durch die Verbesserung der Kapazitäten von Gesundheitseinrichtungen im Jemen, Phase II",aktiv,Gesundheit,120 - Gesundheitswesen,12220 - Basisgesundheitsdienste,Nordafrika/Naher Osten,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
9,0.9909,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",44975,Wasser- und Abwasserentsorgung syrische Flüchtlinge - Phase IX,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14030 - Trinkwasser, Sanitär u Abwasser-Grundl Vers",Nordafrika/Naher Osten,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
3,0.8223,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44988,"ILO Jordanien, Beschäftigungsintensives Investitionsprogramm, Phase VI (EIIP VI)",aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16010 - Soziale Sicherung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.5066,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",44993,TAHIL-Fazilität für Stabilisierung und Entwicklung IV (Libanon Wohnraum),aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16040 - Niedrigkostenwohnungsbau,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
6,0.516,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",45012,Förderung von Ökokorridoren im Südkaukasus II,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Europa/Kaukasus,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
8,0.9925,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",45015,DBSA Refinanzierung SGR Tanzania,aktiv,Transport und Kommunikation,210 - Transport und Lagerhaltung,21030 - Schienenverkehrswesen,Afrika Subsahara,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
11,0.4842,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",45021,Climate Smart Agriculture and Food Systems Fund (CSFSF),aktiv,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31193 - Landwirtschaftliche Finanzdienste,,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
3,0.9779,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",45046,"Unterstützung des libanesischen Bildungsprogramms ""Reaching all Children with Education"" (RACE II), Phase IX",aktiv,Bildung,110 - Bildung,11220 - Grundschulbildung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.9456,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",45049,UNDP Lebanon Host Communities Support Programme (LHSP) - Phase VI,aktiv,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,"15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon",Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.8887,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",45054,MDLF - COVID 19 Response,aktiv,Demokratie,430 - Andere multisektorale Maßnahmen,43030 - Stadtentwicklung und -verwaltung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.6718,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",45072,"Irak - ""UNDP Irak - Building Resilience through Employment Promotion""",aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16020 - Beschäftigungsmöglichkeiten,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
4,0.9697,"0.007*""finanzierung"" + 0.006*""bevölkerung"" + 0.006*""unterstützen"" + 0.005*""land"" + 0.005*""unternehmen"" + 0.005*""finanzieren"" + 0.005*""wirtschaftlich"" + 0.005*""leisten"" + 0.004*""covid"" + 0.004*""nachhaltig""",45103,Discom Investitionsfazilität (Investition),aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23183 - Energieeffizienz (nachfrageseitig),Asien/Ozeanien,Economic/ Financial Support & COVID,Topic 4: Economic/ Financial Support & COVID
6,0.9904,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",45109,Unterstützung der digitalen Reform im Gesundheitssektor,aktiv,Gesundheit,120 - Gesundheitswesen,12110 - Gesundheitspolitik und Verwaltung des Gesundheitsw,Asien/Ozeanien,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
9,0.8965,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",45119,"Irak -""IOM Irak-Wirtschaftlicher Wiederaufbau durch Beschäftigung und Wiederbelebung der lokalen Wirtschaft""- Phase III",aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16020 - Beschäftigungsmöglichkeiten,Nordafrika/Naher Osten,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
11,0.6701,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",45124,"Regionales Programm zur Wasser- und Sanitärversorgung für Geflüchtete, Binnenvertriebene und aufnehmende Gemeinden",aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,14031 - Grundlegende Trinkwasserversorgung,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
7,0.9831,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",45168,Ländliches Entwicklungsprogramm III,aktiv,Transport und Kommunikation,430 - Andere multisektorale Maßnahmen,43040 - Ländliche Entwicklung,Asien/Ozeanien,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
11,0.9913,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",45172,Naturschutzfonds Okapi II,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
2,0.9858,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",45193,"""SFD - Resilienzprogramm beschäftigungsintensive Maßnahmen Phase IV""",aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16020 - Beschäftigungsmöglichkeiten,Nordafrika/Naher Osten,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
1,0.9913,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",45198,Unterstützung der Finanzsystemreformen II,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24010 - Finanzsektorpolitik und -verwaltung,Nordafrika/Naher Osten,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
1,0.5654,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",45214,Reformpartnerschaft: Unterstützung der ghanaischen Entwicklungsbank,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Afrika Subsahara,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
2,0.6424,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",45228,Bildungs-SWAp ESP-FASE XIV,aktiv,Bildung,110 - Bildung,11220 - Grundschulbildung,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
